,jop_title,company_name,location,type,links
311,Project Management Specialist,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ebYvzUVV89Fm-Project-Management-Specialist-Cairo-Egypt?o=312&l=sp&t=sj&a=data%20science|search-v3|hpb
312,Senior Software Developer,Nagwa -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ZLcQKT6rUUw1-Senior-Software-Developer-Nagwa-Cairo-Egypt?o=313&l=sp&t=sj&a=data%20science|search-v3|hpb
313,Senior Web Developer,Turbo -,"Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/tePwhoJIBK2V-Senior-Web-Developer-Turbo-Giza-Egypt?o=314&l=sp&t=sj&a=data%20science|search-v3|hpb
314,UI UX Developer,DevartLab -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/kTtgRIhZRyKs-UI-UX-Developer-DevartLab-Cairo-Egypt?o=315&l=sp&t=sj&a=data%20science|search-v3|hpb
315,Senior Information Security Engineer,Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/TCpcIUVuDqjV-Senior-Information-Security-Engineer-Seoudi-Supermarket-Giza-Egypt?o=316&l=sp&t=sj&a=data%20science|search-v3|hpb
316,Senior Java Developer,FlairsTech -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/SwE7Y7Akj5hL-Senior-Java-Developer-FlairsTech-Cairo-Egypt?o=317&l=sp&t=sj&a=data%20science|search-v3|hpb
317,Enterprise Sr. Specialist (Business Analyst),B.TECH -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/30Jv0l3dYGB9-Enterprise-Sr-Specialist-Business-Analyst-B-TECH-Cairo-Egypt?o=318&l=sp&t=sj&a=data%20science|search-v3|hpb
318,System Administrator,RDI -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/MK45VTbz54Lb-System-Administrator-RDI-Giza-Egypt?o=319&l=sp&t=sj&a=data%20science|search-v3|hpb
319,Back End Developer (Onsite),klaxads -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/s3fWCDqGxs6t-Back-End-Developer-Onsite-klaxads-Giza-Egypt?o=320&l=sp&t=sj&a=data%20science|search-v3|hpb
320,Salesforce Technical Lead - Salesforce CRM,Jobtology -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/qIvf8GBuEedJ-Salesforce-Technical-Lead---Salesforce-CRM-Jobtology-Cairo-Egypt?o=321&l=sp&t=sj&a=data%20science|search-v3|hpb
321,IT Support Officer,LOLC EL-OULA MICROFINANCE EGYPT’ -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/4TPRibPntlpl-IT-Support-Officer-LOLC-EL-OULA-MICROFINANCE-EGYPT’-Cairo-Egypt?o=322&l=sp&t=sj&a=data%20science|search-v3|hpb
322,"Patient Experience Specialist ""Medical Background""",Andalusia Group -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/egyZrZkJHDuH-Patient-Experience-Specialist-Medical-Background-Andalusia-Group-Cairo-Egypt?o=323&l=sp&t=sj&a=data%20science|search-v3|hpb
323,PHP Full Stack Developer,Mishkat Nour -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/4cS7jPXF6BQa-PHP-Full-Stack-Developer-Mishkat-Nour-Cairo-Egypt?o=324&l=sp&t=sj&a=data%20science|search-v3|hpb
324,Senior Android Developer,Glamera -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NjMvzzmV4ji0-Senior-Android-Developer-Glamera-Cairo-Egypt?o=325&l=sp&t=sj&a=data%20science|search-v3|hpb
325,Java Developer,Streams -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/hLP7E42GesS8-Java-Developer-Streams-Giza-Egypt?o=326&l=sp&t=sj&a=data%20science|search-v3|hpb
326,Senior Automation Quality Engineer,KnowledgeNet -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/usJel51YisVx-Senior-Automation-Quality-Engineer-KnowledgeNet-Cairo-Egypt?o=327&l=sp&t=sj&a=data%20science|search-v3|hpb
327,Integration Developer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/Zi1lNI7X8q5q-Integration-Developer-Expleo-Cairo-Egypt?o=328&l=sp&t=sj&a=data%20science|search-v3|hpb
328,Senior Full Stack Developer,Cashcall -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yQSEQJXMEp8P-Senior-Full-Stack-Developer-Cashcall-Cairo-Egypt?o=329&l=sp&t=sj&a=data%20science|search-v3|hpb
329,Back End Developer,Gulf Data International  -,"Heliopolis, Cairo, Egypt ",Work From Home,https://wuzzuf.net/jobs/p/djCfmN0eiVg3-Back-End-Developer-Gulf-Data-International-Cairo-Egypt?o=330&l=sp&t=sj&a=data%20science|search-v3|hpb
330,PHP Full Stack Developer (Laravel / Vue),Thaka International -,"Badr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/FZhHhd482VnF-PHP-Full-Stack-Developer-Laravel-Vue-Thaka-International-Cairo-Egypt?o=331&l=sp&t=sj&a=data%20science|search-v3|hpb
331,Full Stack Developer,3S Software -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/YLSeIDdU7X7X-Full-Stack-Developer-3S-Software-Cairo-Egypt?o=332&l=sp&t=sj&a=data%20science|search-v3|hpb
332,Senior QA Software Tester,Caelum Egypt -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/sazkBAMgBqSB-Senior-QA-Software-Tester-Caelum-Egypt-Giza-Egypt?o=333&l=sp&t=sj&a=data%20science|search-v3|hpb
333,Hotel IT Manager,Basma Hotel -,"Aswan, Aswan, Egypt ",Full Time,https://wuzzuf.net/jobs/p/HpH2tbTunEGr-Hotel-IT-Manager-Basma-Hotel-Aswan-Egypt?o=334&l=sp&t=sj&a=data%20science|search-v3|hpb
334,Software Business Analyst - (Onsite),Qsource -,"6th of October, Giza, Egypt ",Freelance / Project,https://wuzzuf.net/jobs/p/9zVkqXrCxqfg-Software-Business-Analyst---Onsite-Qsource-Giza-Egypt?o=335&l=sp&t=sj&a=data%20science|search-v3|hpb
335,System Senior Engineer,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/wfUCBPagSznE-System-Senior-Engineer-Kandil-Industries-Cairo-Egypt?o=336&l=sp&t=sj&a=data%20science|search-v3|hpb
336,Layout Design Engineer, Si-Vision -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/K9A79Q0V3fup-Layout-Design-Engineer-Si-Vision-Cairo-Egypt?o=337&l=sp&t=sj&a=data%20science|search-v3|hpb
337,Help Desk Specialist,Shoura Chemicals  -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/LLhijnfJ0Sgl-Help-Desk-Specialist-Shoura-Chemicals-Giza-Egypt?o=338&l=sp&t=sj&a=data%20science|search-v3|hpb
338,Java Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/bqRuDpenbCir-Java-Developer-Cairo-Egypt?o=339&l=sp&t=sj&a=data%20science|search-v3|hpb
339,Team Leader Dot net Developer -Banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/8KsqKRP7NK9d-Team-Leader-Dot-net-Developer--Banha-Z2-Data-Qalubia-Egypt?o=340&l=sp&t=sj&a=data%20science|search-v3|hpb
340,Senior Dot Net Developer - Banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/5vZJpSC3Dzeh-Senior-Dot-Net-Developer---Banha-Z2-Data-Qalubia-Egypt?o=341&l=sp&t=sj&a=data%20science|search-v3|hpb
341,Software Quality Control Engineer,BI-Technologies -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/dJWaM81uGLLP-Software-Quality-Control-Engineer-BI-Technologies-Cairo-Egypt?o=342&l=sp&t=sj&a=data%20science|search-v3|hpb
342,QSIT -Senior Backend Developer,Alkan CIT -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/cOD5uKkcJ5Lo-QSIT--Senior-Backend-Developer-Alkan-CIT-Cairo-Egypt?o=343&l=sp&t=sj&a=data%20science|search-v3|hpb
343,Lab Sales Manager,Cairoscan -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/YJzvX4h5QB7P-Lab-Sales-Manager-Cairoscan-Giza-Egypt?o=344&l=sp&t=sj&a=data%20science|search-v3|hpb
344,Product Designer - UI/UX,Atomica -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/HWrU628H4P6n-Product-Designer---UIUX-Atomica-Cairo-Egypt?o=345&l=sp&t=sj&a=data%20science|search-v3|hpb
345,Senior .NET Developer,Z2 Data -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/mrmWg0d2VpQY-Senior-NET-Developer-Z2-Data-Cairo-Egypt?o=346&l=sp&t=sj&a=data%20science|search-v3|hpb
346,Junior .Net Developer,Z2 Data -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/m5AhrTpfNB8B-Junior-Net-Developer-Z2-Data-Cairo-Egypt?o=347&l=sp&t=sj&a=data%20science|search-v3|hpb
347,System Administration Specialist,Premium Card -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/g8UtTTPxHY0T-System-Administration-Specialist-Premium-Card-Giza-Egypt?o=348&l=sp&t=sj&a=data%20science|search-v3|hpb
348,Ruby Developer,Bevatel -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/rx2fCfJBM3Zx-Ruby-Developer-Bevatel-Giza-Egypt?o=349&l=sp&t=sj&a=data%20science|search-v3|hpb
349,Technical Instructor ( Fluent English Speaker ),FlairsTech -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/FRuesn2e3GOR-Technical-Instructor-Fluent-English-Speaker-FlairsTech-Cairo-Egypt?o=350&l=sp&t=sj&a=data%20science|search-v3|hpb
350,Senior Software Architect (Java),SURE International Technology -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Tw0cMHBzO6vv-Senior-Software-Architect-Java-SURE-International-Technology-Cairo-Egypt?o=351&l=sp&t=sj&a=data%20science|search-v3|hpb
351,Senior Testing QC Specialist,B.TECH -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/PxjvWt9stH38-Senior-Testing-QC-Specialist-B-TECH-Cairo-Egypt?o=352&l=sp&t=sj&a=data%20science|search-v3|hpb
352,Compliance Specialist - Quality Assurance,European Egyptian Pharmaceutical Industries (EEPI) -,"Ameria, Alexandria, Egypt ",Full Time,https://wuzzuf.net/jobs/p/U2fNwI0Rgff2-Compliance-Specialist---Quality-Assurance-European-Egyptian-Pharmaceutical-Industries-EEPI-Alexandria-Egypt?o=353&l=sp&t=sj&a=data%20science|search-v3|hpb
353,Senior Software Testing Engineer,Garment IO -,"Sheikh Zayed, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/R4qnAFSpRMRf-Senior-Software-Testing-Engineer-Garment-IO-Giza-Egypt?o=354&l=sp&t=sj&a=data%20science|search-v3|hpb
354,Junior Full Stack Developer,Cashcall -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/1j6hVONPIziJ-Junior-Full-Stack-Developer-Cashcall-Cairo-Egypt?o=355&l=sp&t=sj&a=data%20science|search-v3|hpb
355,Senior/Mid Senior Deep Learning Engineer,Confidential -,"Mokattam, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/5NFxSMKMH5K0-SeniorMid-Senior-Deep-Learning-Engineer-Cairo-Egypt?o=356&l=sp&t=sj&a=data%20science|search-v3|hpb
356,IT System Administrator,Confidential -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/opN1hBCQT75c-IT-System-Administrator-Giza-Egypt?o=357&l=sp&t=sj&a=data%20science|search-v3|hpb
357,Product Owner,Cashcall -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/5wQCvN7K5Nxs-Product-Owner-Cashcall-Cairo-Egypt?o=358&l=sp&t=sj&a=data%20science|search-v3|hpb
358,Senior Full Stack Developer,Rasan -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/BhFTNxqHom2w-Senior-Full-Stack-Developer-Rasan-Cairo-Egypt?o=359&l=sp&t=sj&a=data%20science|search-v3|hpb
359,Senior SW QC -Banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ocdpQ7MDUh9v-Senior-SW-QC--Banha-Z2-Data-Qalubia-Egypt?o=360&l=sp&t=sj&a=data%20science|search-v3|hpb
360,Junior SW QC -banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/uSxiwwDwiE6D-Junior-SW-QC--banha-Z2-Data-Qalubia-Egypt?o=361&l=sp&t=sj&a=data%20science|search-v3|hpb
361,Technical Team Leader (Controls & Central Battery), Siraj Lighting -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/uWhjdcsARJ9a-Technical-Team-Leader-Controls-Central-Battery-Siraj-Lighting-Cairo-Egypt?o=362&l=sp&t=sj&a=data%20science|search-v3|hpb
362,Android Developer,Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/MkjQsKRNXTgQ-Android-Developer-Seoudi-Supermarket-Giza-Egypt?o=363&l=sp&t=sj&a=data%20science|search-v3|hpb
363,IT Systems Section Head,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/TrX7rZ277xHI-IT-Systems-Section-Head-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=364&l=sp&t=sj&a=data%20science|search-v3|hpb
364,BI Analyst,Webhelp -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/RSOdwvluUXQA-BI-Analyst-Webhelp-Cairo-Egypt?o=365&l=sp&t=sj&a=data%20science|search-v3|hpb
365,ERP Business Analyst,Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Ku70z3FTTTLa-ERP-Business-Analyst-Seoudi-Supermarket-Giza-Egypt?o=366&l=sp&t=sj&a=data%20science|search-v3|hpb
366,Software Tester,Z2 Data -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Q3PzKEj8vkq1-Software-Tester-Z2-Data-Cairo-Egypt?o=367&l=sp&t=sj&a=data%20science|search-v3|hpb
367,Senior Software Engineer /.NET/Payment,PaySky -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/vekctWBUqe1o-Senior-Software-Engineer-NETPayment-PaySky-Cairo-Egypt?o=368&l=sp&t=sj&a=data%20science|search-v3|hpb
368,System Administrator - DevOps,PaySky -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/WE2CqOBUEuYH-System-Administrator---DevOps-PaySky-Cairo-Egypt?o=369&l=sp&t=sj&a=data%20science|search-v3|hpb
369,Senior Software Testing Engineer (Remotly),Astute Imaging -,"Nasr City, Cairo, Egypt ",Full TimePart Time,https://wuzzuf.net/jobs/p/qZ30jW6bmYpK-Senior-Software-Testing-Engineer-Remotly-Astute-Imaging-Cairo-Egypt?o=370&l=sp&t=sj&a=data%20science|search-v3|hpb
370,Product Owner - Finance And Operations (Full Time),Jumia -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/hO16IkhFoM6L-Product-Owner---Finance-And-Operations-Full-Time-Jumia-Cairo-Egypt?o=371&l=sp&t=sj&a=data%20science|search-v3|hpb
371,Junior Dot Net Developer -Banha,Z2 Data -,"Banha, Qalubia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/fmn34NLJvRZ9-Junior-Dot-Net-Developer--Banha-Z2-Data-Qalubia-Egypt?o=372&l=sp&t=sj&a=data%20science|search-v3|hpb
372,Oracle Database Administrator,Khwarizm Consulting -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/zPZchk9MOsgz-Oracle-Database-Administrator-Khwarizm-Consulting-Cairo-Egypt?o=373&l=sp&t=sj&a=data%20science|search-v3|hpb
373,IOS Developer,Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/mSzya6ehts5n-IOS-Developer-Seoudi-Supermarket-Giza-Egypt?o=374&l=sp&t=sj&a=data%20science|search-v3|hpb
374,Senior Business Application Development Technical lead,Seoudi Supermarket -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/7Wk4eylb2M0A-Senior-Business-Application-Development-Technical-lead-Seoudi-Supermarket-Giza-Egypt?o=375&l=sp&t=sj&a=data%20science|search-v3|hpb
375,Front End Developer,Safa Soft -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ilfQNVI6heHT-Front-End-Developer-Safa-Soft-Cairo-Egypt?o=376&l=sp&t=sj&a=data%20science|search-v3|hpb
376,HR Section Head (Sales Background - Medical Educated),Andalusia Group -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yN4NUJ24zNxD-HR-Section-Head-Sales-Background---Medical-Educated-Andalusia-Group-Cairo-Egypt?o=377&l=sp&t=sj&a=data%20science|search-v3|hpb
377,IOS Mobile Developer- (Alexandria),Softxpert Incorporation  -,"Alexandria, Egypt ",Full Time,https://wuzzuf.net/jobs/p/hCRLnq4jXoMF-IOS-Mobile-Developer--Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=378&l=sp&t=sj&a=data%20science|search-v3|hpb
378,Full-Stack Developer (JAVA & AngularJS),Ebla -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/0LVGn0LS9IPe-Full-Stack-Developer-JAVA-AngularJS-Ebla-Cairo-Egypt?o=379&l=sp&t=sj&a=data%20science|search-v3|hpb
379,Science HOD, British International School -,"Ismailia, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GWlws6w7slGf-Science-HOD-British-International-School-Ismailia-Egypt?o=380&l=sp&t=sj&a=data%20science|search-v3|hpb
380,ERP Techno-Functional Specialist,Fine Hygienic Holding -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NDOotTtOtipl-ERP-Techno-Functional-Specialist-Fine-Hygienic-Holding-Giza-Egypt?o=381&l=sp&t=sj&a=data%20science|search-v3|hpb
381,Java Developer - Remote - Senior,GetTechForce.com -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/jhykfwhA8rKW-Java-Developer---Remote---Senior-GetTechForce-com-Cairo-Egypt?o=382&l=sp&t=sj&a=data%20science|search-v3|hpb
382,Senior iOS Developer,Sarmady -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/qUgCZAXyTySf-Senior-iOS-Developer-Sarmady-Giza-Egypt?o=383&l=sp&t=sj&a=data%20science|search-v3|hpb
383,IT Help Desk Specialist,Family Corporation -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/hWYkfypspECs-IT-Help-Desk-Specialist-Family-Corporation-Cairo-Egypt?o=384&l=sp&t=sj&a=data%20science|search-v3|hpb
384,Senior Xamarin Developer,Smart IT -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/7uaEYiu8NGWi-Senior-Xamarin-Developer-Smart-IT-Cairo-Egypt?o=385&l=sp&t=sj&a=data%20science|search-v3|hpb
385,PHP Web Developer,Confidential -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/j2FQjOw3JOyN-PHP-Web-Developer-Giza-Egypt?o=386&l=sp&t=sj&a=data%20science|search-v3|hpb
386,Network Engineer,Al Ahly capital holding - Al Ahly Tamkeen -,"Zamalek, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/CPRHQycIMYep-Network-Engineer-Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Cairo-Egypt?o=387&l=sp&t=sj&a=data%20science|search-v3|hpb
387,Senior Python Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/X1RY331ukvMk-Senior-Python-Developer-FlairsTech-Cairo-Egypt?o=388&l=sp&t=sj&a=data%20science|search-v3|hpb
388,Senior Network & Security Engineer,Sky Holding -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/LTZQ4w1y9wWN-Senior-Network-Security-Engineer-Sky-Holding-Cairo-Egypt?o=389&l=sp&t=sj&a=data%20science|search-v3|hpb
389,Odoo Implementation Support,El Batal Co. -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/xquPu0D9wXjo-Odoo-Implementation-Support-El-Batal-Co-Cairo-Egypt?o=390&l=sp&t=sj&a=data%20science|search-v3|hpb
390,Senior Digital Delivery Specialist,Mindfield -,"New Cairo, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/PhPxYKNASLfL-Senior-Digital-Delivery-Specialist-Mindfield-Cairo-Egypt?o=391&l=sp&t=sj&a=data%20science|search-v3|hpb
391,Azure Security Engineer,Global Brands -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/CFL5tUGBNgW4-Azure-Security-Engineer-Global-Brands-Cairo-Egypt?o=392&l=sp&t=sj&a=data%20science|search-v3|hpb
392,Backend Developer (PHP-Laravel),Rowaad -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/9uc5zii1Bor0-Backend-Developer-PHP-Laravel-Rowaad-Cairo-Egypt?o=393&l=sp&t=sj&a=data%20science|search-v3|hpb
393,DX Program Manager,Giza Systems -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/BLclT1RZCy6L-DX-Program-Manager-Giza-Systems-Cairo-Egypt?o=394&l=sp&t=sj&a=data%20science|search-v3|hpb
394,Dynamics AX Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/65ZipdJ0Jufu-Dynamics-AX-Developer-Cairo-Egypt?o=395&l=sp&t=sj&a=data%20science|search-v3|hpb
395,Application Consultant- ERP,Rednet It Services -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NPRjxt0pld2e-Application-Consultant--ERP-Rednet-It-Services-Cairo-Egypt?o=396&l=sp&t=sj&a=data%20science|search-v3|hpb
396,UI UX Designer,Centro CDX -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/VOB8emG5seG7-UI-UX-Designer-Centro-CDX-Cairo-Egypt?o=397&l=sp&t=sj&a=data%20science|search-v3|hpb
397,Cloud Engineer,34ML -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/KTmhjx1susAz-Cloud-Engineer-34ML-Cairo-Egypt?o=398&l=sp&t=sj&a=data%20science|search-v3|hpb
398,Senior React Native Developer,Our Education -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/oRaZTw8caUa4-Senior-React-Native-Developer-Our-Education-Cairo-Egypt?o=399&l=sp&t=sj&a=data%20science|search-v3|hpb
399,SAP MM Team lead,WAVZ for Digital Transformation -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/T0dorCpCelId-SAP-MM-Team-lead-WAVZ-for-Digital-Transformation-Cairo-Egypt?o=400&l=sp&t=sj&a=data%20science|search-v3|hpb
400,Senior Full Stack Engineer,SSC Egypt -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ZF0bxNrD7a23-Senior-Full-Stack-Engineer-SSC-Egypt-Cairo-Egypt?o=401&l=sp&t=sj&a=data%20science|search-v3|hpb
401,Senior PHP Developer (Laravel),Our Education -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/qpRZo5Y8ilFc-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt?o=402&l=sp&t=sj&a=data%20science|search-v3|hpb
402,System Integration Specialist,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/h9OXc9KXmeaw-System-Integration-Specialist-Cairo-Egypt?o=403&l=sp&t=sj&a=data%20science|search-v3|hpb
403,BI Developer,Fawry Banking & Payment Technology Services -,"Smart Village, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/6BucqLZFbZb3-BI-Developer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=404&l=sp&t=sj&a=data%20science|search-v3|hpb
404,Senior Full Stack PHP Developer,Luftborn -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/wTt0w1hTxNMl-Senior-Full-Stack-PHP-Developer-Luftborn-Cairo-Egypt?o=405&l=sp&t=sj&a=data%20science|search-v3|hpb
405,PHP Team Lead,Luftborn -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/pEZHi503EPZt-PHP-Team-Lead-Luftborn-Cairo-Egypt?o=406&l=sp&t=sj&a=data%20science|search-v3|hpb
406,Senior Software Developer,GET Group- Egypt -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/z1bwVmdMFLFd-Senior-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=407&l=sp&t=sj&a=data%20science|search-v3|hpb
407,Mid Level Software Developer,GET Group- Egypt -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/nyifbb6yvfkJ-Mid-Level-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=408&l=sp&t=sj&a=data%20science|search-v3|hpb
408,Senior Developer (Asp Net Core / Blazor Full Stack),Streams -,"Mohandessin, Giza, Egypt ",Full TimeFreelance / Project,https://wuzzuf.net/jobs/p/uL2p6gGJ9PDA-Senior-Developer-Asp-Net-Core-Blazor-Full-Stack-Streams-Giza-Egypt?o=409&l=sp&t=sj&a=data%20science|search-v3|hpb
409,Technical Consultant .NET/SharePoint,alfanar -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Mv21JEMwZ3bs-Technical-Consultant-NETSharePoint-alfanar-Cairo-Egypt?o=410&l=sp&t=sj&a=data%20science|search-v3|hpb
410,Devops Engineer,WUZZUF -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/07cxuCnQA0xR-Devops-Engineer-WUZZUF-Cairo-Egypt?o=411&l=sp&t=sj&a=data%20science|search-v3|hpb
411,Senior Full Stack - .Net Developer,Talent Supplier -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/AyeKGxnG0Co6-Senior-Full-Stack---Net-Developer-Talent-Supplier-Cairo-Egypt?o=412&l=sp&t=sj&a=data%20science|search-v3|hpb
412,Oracle Financial Functional Consultant,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/kkB3mRdGImBB-Oracle-Financial-Functional-Consultant-Cairo-Egypt?o=413&l=sp&t=sj&a=data%20science|search-v3|hpb
